name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Non/Nein,H,32,Visp,20201116104000
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,31,Brig,20201116104000
Romano AMACKER,SVPO,Non/Nein,H,23,Westlich Raron,20201116104000
Maria ARNOLD-ESCHER,CVPO,Non/Nein,F,57,Brig,20201116104000
Gabrielle BARRAS,UDC,Oui/Ja,F,57,Sion,20201116104000
Fabrice BENDER,VLR,Oui/Ja,H,51,St-Maurice,20201116104000
Léonard BENDER,AC,Non/Nein,H,52,Martigny,20201116104000
Philippe BENDER,VLR,Oui/Ja,H,70,Martigny,20201116104000
Vincent BOAND,UDC,Oui/Ja,H,35,Sion,20201116104000
Jean BONNARD,AC,Oui/Ja,H,71,Sion,20201116104000
Alex BONVIN,UDC,Oui/Ja,H,61,Sierre,20201116104000
Nicolas BONVIN,PDC,Oui/Ja,H,31,Sierre,20201116104000
Sophie BORNET,PDC,Oui/Ja,F,52,Conthey,20201116104000
Gaël BOURGEOIS,AdG,Oui/Ja,H,37,Martigny,20201116104000
Hermann BRUNNER,CSPO,Oui/Ja,H,66,Westlich Raron,20201116104000
Michael BURGENER,CVPO,Non/Nein,H,39,Visp,20201116104000
Peter BURRI,ZUK-VS,Oui/Ja,H,55,Visp,20201116104000
Mathieu CALOZ,VLR,Oui/Ja,H,27,Sierre,20201116104000
Florine CARRON,LES VERTS,Oui/Ja,F,42,Martigny,20201116104000
Florence CARRON DARBELLAY,PDC,Oui/Ja,F,47,Martigny,20201116104000
Patricia CASAYS,PDC,Oui/Ja,F,73,Monthey,20201116104000
Nicolas CHABLAIS,VLR,Oui/Ja,H,32,Monthey,20201116104000
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,73,Martigny,20201116104000
Stéphane CLAVIEN,VLR,Oui/Ja,H,63,Sierre,20201116104000
Damien CLERC,PDC,Oui/Ja,H,39,Conthey,20201116104000
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,59,Sierre,20201116104000
Adeline CRETTENAND,VLR,Oui/Ja,F,26,Martigny,20201116104000
Narcisse CRETTENAND,VLR,Oui/Ja,H,65,Martigny,20201116104000
Blaise CRETTOL,AC,Non/Nein,H,48,Sierre,20201116104000
Cilette CRETTON,AC,Non/Nein,F,75,Martigny,20201116104000
Lucile CURDY,AdG,Oui/Ja,F,21,Conthey,20201116104000
Pierre DARBELLAY,PDC,Oui/Ja,H,32,Entremont,20201116104000
Ralph DESSIMOZ,PDC,Oui/Ja,H,56,Conthey,20201116104000
Arnaud DUBOIS,VLR,Oui/Ja,H,35,Monthey,20201116104000
Alain DUBOSSON,UDC,Oui/Ja,H,21,Monthey,20201116104000
Corinne DUC BONVIN,AdG,Oui/Ja,F,53,Sierre,20201116104000
Sophie DUCREY,AC,Non/Nein,F,25,Monthey,20201116104000
Marius DUMOULIN,PDC,Oui/Ja,H,65,Sion,20201116104000
Jean-Marc DUPONT,AdG,Oui/Ja,H,62,Martigny,20201116104000
Florian EVEQUOZ,AC,Non/Nein,H,39,Conthey,20201116104000
German EYER,ZUK-VS,Oui/Ja,H,59,Brig,20201116104000
Natascha FARQUET,VLR,Oui/Ja,F,38,Martigny,20201116104000
Florent FAVRE,PDC,Oui/Ja,H,26,Conthey,20201116104000
Mélanie FOLLONIER,VLR,Oui/Ja,F,28,Hérens,20201116104000
Sandro FONTANA,PDC,Oui/Ja,H,54,Monthey,20201116104000
Jérôme FORMAZ,UDC,Oui/Ja,H,44,Entremont,20201116104000
Sabine FOURNIER,LES VERTS,Oui/Ja,F,45,St-Maurice,20201116104000
Damien FUMEAUX,UDC,Oui/Ja,H,22,Conthey,20201116104000
Pascale FUMEAUX,AC,Abst./Enth.,F,38,Conthey,20201116104000
Claudia GAILLARD MOREND,LES VERTS,Oui/Ja,F,54,Hérens,20201116104000
Marc-Antoine GENOLET,UDC,Oui/Ja,H,56,Hérens,20201116104000
François GENOUD,VLR,Oui/Ja,H,68,Sierre,20201116104000
Géraldine GIANADDA,VLR,Oui/Ja,F,53,Martigny,20201116104000
Vincent GÜNTHER,LES VERTS,Oui/Ja,H,51,Martigny,20201116104000
Ida HÄFLIGER,CSPO,Oui/Ja,F,63,Visp,20201116104000
Monika HOLZEGGER,ZUK-VS,Oui/Ja,F,46,Brig,20201116104000
Lukas KALBERMATTEN,CVPO,Non/Nein,H,49,Westlich Raron,20201116104000
Michael KREUZER,SVPO,Non/Nein,H,31,Visp,20201116104000
Madeleine KUONEN-EGGO,ZUK-VS,Oui/Ja,F,61,Leuk,20201116104000
Alain LÉGER,PDC,Oui/Ja,H,42,Martigny,20201116104000
Jean-François LOVEY,AC,Non/Nein,H,65,Entremont,20201116104000
Damien LUISIER,PDC,Oui/Ja,H,27,Martigny,20201116104000
Vincent LUYET,AC,Non/Nein,H,43,Sion,20201116104000
Natacha MARET,PDC,Oui/Ja,F,37,Entremont,20201116104000
Rainer MATHIER,CVPO,Non/Nein,H,63,Leuk,20201116104000
Thomas MATTER,CSPO,Oui/Ja,H,54,Leuk,20201116104000
Kamy MAY,PDC,Oui/Ja,F,26,Entremont,20201116104000
Nicolas METTAN,PDC,Oui/Ja,H,59,St-Maurice,20201116104000
Fabienne MURMANN,CVPO,Non/Nein,F,39,Leuk,20201116104000
Jean-Daniel NANCHEN,LES VERTS,Oui/Ja,H,63,Sierre,20201116104000
Claude NANÇOZ,VLR,Oui/Ja,H,68,Conthey,20201116104000
Bernard OBERHOLZER,AC,Non/Nein,H,75,Monthey,20201116104000
Frédéric PITTELOUD,PDC,Oui/Ja,H,45,Hérens,20201116104000
Géraldine POUGET-ZUFFEREY,PDC,Oui/Ja,F,30,Sierre,20201116104000
François QUENNOZ,UDC,Oui/Ja,H,27,Sion,20201116104000
Damien RABOUD,UDC,Abst./Enth.,H,34,Monthey,20201116104000
Pierre-Alain RAEMY,VLR,Oui/Ja,H,59,Sion,20201116104000
Célina RAMSAUER,AC,Oui/Ja,F,44,Sierre,20201116104000
Kurt REGOTZ,CSPO,Oui/Ja,H,67,Brig,20201116104000
Jean-Pierre REY,VLR,Oui/Ja,H,57,Sierre,20201116104000
Caroline REYNARD,AdG,Oui/Ja,F,24,Sion,20201116104000
Janine REY-SIGGEN,AdG,Oui/Ja,F,60,Sierre,20201116104000
Johan ROCHEL,AC,Non/Nein,H,36,Monthey,20201116104000
Yann RODUIT,PDC,Oui/Ja,H,46,Sion,20201116104000
Martine ROUILLER,AC,Oui/Ja,F,38,St-Maurice,20201116104000
Léa ROUILLER DESSIMOZ,LES VERTS,Oui/Ja,F,20,Conthey,20201116104000
Felix RUPPEN,CVPO,Non/Nein,H,59,Brig,20201116104000
Gérard SALAMIN,PDC,Oui/Ja,H,57,Sierre,20201116104000
Mathieu SARRASIN,VLR,Oui/Ja,H,59,Entremont,20201116104000
Jean-Marc SAVIOZ,PDC,Oui/Ja,H,50,Sierre,20201116104000
Pierre SCHERTENLEIB,AdG,Oui/Ja,H,67,Sion,20201116104000
Remo SCHNYDER,SVPO,Non/Nein,H,46,Brig,20201116104000
Alain SCHÖNBETT,VLR,Oui/Ja,H,65,Monthey,20201116104000
Martin SCHÜRCH,CVPO,Non/Nein,H,48,Visp,20201116104000
Ruth STALDER,VLR,Oui/Ja,F,58,Sion,20201116104000
Fabien THETAZ,AdG,Oui/Ja,H,34,Monthey,20201116104000
Bernard TROILLET,PDC,Oui/Ja,H,66,Martigny,20201116104000
Jean-Baptiste UDRESSY,UDC,Oui/Ja,H,27,Monthey,20201116104000
Romain UDRY,VLR,Oui/Ja,H,28,Conthey,20201116104000
Grégoire VANNAY,PDC,Oui/Ja,H,50,Monthey,20201116104000
Georges VIONNET,LES VERTS,Oui/Ja,H,66,Monthey,20201116104000
Jenny VOEFFRAY,PDC,Oui/Ja,F,46,St-Maurice,20201116104000
Laurence VUAGNIAUX,LES VERTS,Oui/Ja,F,45,Sion,20201116104000
Côme VUILLE,VLR,Oui/Ja,H,33,Monthey,20201116104000
Rafael WELSCHEN,CVPO,Non/Nein,H,32,Brig,20201116104000
Leander WILLINER,CSPO,Oui/Ja,H,67,Brig,20201116104000
Jean ZERMATTEN,AC,Non/Nein,H,72,Sion,20201116104000
Rahel ZIMMERMANN,ZUK-VS,Oui/Ja,F,35,Visp,20201116104000
Marie ZUCHUAT,PDC,Oui/Ja,F,33,Sion,20201116104000
Fabian ZURBRIGGEN,SVPO,Oui/Ja,H,46,Visp,20201116104000
Danica ZURBRIGGEN LEHNER,CSPO,Oui/Ja,F,40,Visp,20201116104000
Peter BÄHLER,SVPO,Aucun/Keine,H,67,Goms,20201116104000
Claudy BESSE,UDC,Aucun/Keine,H,56,Monthey,20201116104000
Jacques BLANC,AC,Aucun/Keine,H,66,Hérens,20201116104000
Paul BURGENER,CVPO,Aucun/Keine,H,67,Visp,20201116104000
Chantal CARLEN,CVPO,Aucun/Keine,F,28,Goms,20201116104000
Alina DARBELLAY,LES VERTS,Aucun/Keine,F,53,Sion,20201116104000
Olivier DERIVAZ,AdG,Aucun/Keine,H,56,Monthey,20201116104000
Christian ESCHER,CSPO,Aucun/Keine,H,41,Brig,20201116104000
